"","yr1status","YrFireName","Species","DBH_cm","Genus_species","CVS_percent","BCHM_m","BTL"
"84192",0,"2002 - Lubrecht","PIPO",13.716,"Pinus_ponderosa",50,1.52,0
"84193",0,"2002 - Lubrecht","PIPO",16.51,"Pinus_ponderosa",50,1.22,0
"84194",0,"2002 - Lubrecht","PIPO",14.224,"Pinus_ponderosa",50,0.3,0
"84195",0,"2002 - Lubrecht","PIPO",31.75,"Pinus_ponderosa",50,0,0
"84196",0,"2002 - Lubrecht","PIPO",20.32,"Pinus_ponderosa",50,1.37,0
"84197",0,"2002 - Lubrecht","PIPO",53.848,"Pinus_ponderosa",50,3.05,1
"84198",0,"2002 - Lubrecht","PIPO",11.176,"Pinus_ponderosa",50,0.3,0
"84199",0,"2002 - Lubrecht","PIPO",13.462,"Pinus_ponderosa",50,0.61,0
"84200",0,"2002 - Lubrecht","PIPO",10.922,"Pinus_ponderosa",50,1.07,0
"84201",0,"2002 - Lubrecht","PIPO",22.098,"Pinus_ponderosa",50,1.68,1
"84202",0,"2002 - Lubrecht","PIPO",10.414,"Pinus_ponderosa",50,1.52,1
"84203",0,"2002 - Lubrecht","PIPO",16.51,"Pinus_ponderosa",50,0.3,0
"84204",0,"2002 - Lubrecht","PIPO",13.97,"Pinus_ponderosa",50,0.61,1
"84205",0,"2002 - Lubrecht","PIPO",12.954,"Pinus_ponderosa",50,0.61,0
"84206",0,"2002 - Lubrecht","PIPO",15.24,"Pinus_ponderosa",50,1.22,0
"84207",0,"2002 - Lubrecht","PIPO",10.414,"Pinus_ponderosa",50,0.3,1
"84208",0,"2002 - Lubrecht","PIPO",13.462,"Pinus_ponderosa",50,1.22,1
"84209",0,"2002 - Lubrecht","PIPO",30.988,"Pinus_ponderosa",50,0,0
"84210",0,"2002 - Lubrecht","PIPO",12.192,"Pinus_ponderosa",50,0.3,1
"84211",0,"2002 - Lubrecht","PIPO",12.192,"Pinus_ponderosa",50,1.22,1
"84212",0,"2002 - Lubrecht","PIPO",24.13,"Pinus_ponderosa",50,2.74,0
"84213",0,"2002 - Lubrecht","PIPO",11.43,"Pinus_ponderosa",50,1.22,0
"84214",0,"2002 - Lubrecht","PIPO",15.748,"Pinus_ponderosa",50,1.83,0
"84215",0,"2002 - Lubrecht","PIPO",34.544,"Pinus_ponderosa",50,6.1,0
"84216",0,"2002 - Lubrecht","PIPO",22.606,"Pinus_ponderosa",50,2.74,0
"84217",0,"2002 - Lubrecht","PIPO",38.1,"Pinus_ponderosa",50,1.83,0
"84218",0,"2002 - Lubrecht","PIPO",30.226,"Pinus_ponderosa",50,7.62,1
"84219",0,"2002 - Lubrecht","PIPO",32.766,"Pinus_ponderosa",50,3.66,0
"84220",0,"2002 - Lubrecht","PIPO",24.892,"Pinus_ponderosa",50,7.62,1
"84221",0,"2002 - Lubrecht","PIPO",34.29,"Pinus_ponderosa",50,7.32,1
"84222",0,"2002 - Lubrecht","PIPO",17.272,"Pinus_ponderosa",50,1.52,0
"84223",0,"2002 - Lubrecht","PIPO",32.258,"Pinus_ponderosa",50,4.88,0
"84224",0,"2002 - Lubrecht","PIPO",33.782,"Pinus_ponderosa",50,4.57,1
"84225",0,"2002 - Lubrecht","PIPO",20.32,"Pinus_ponderosa",50,0.3,1
"84226",0,"2002 - Lubrecht","PIPO",29.21,"Pinus_ponderosa",50,3.05,0
"84227",0,"2002 - Lubrecht","PIPO",23.114,"Pinus_ponderosa",50,3.05,1
"84228",0,"2002 - Lubrecht","PIPO",24.13,"Pinus_ponderosa",50,2.44,1
"84229",0,"2002 - Lubrecht","PIPO",48.006,"Pinus_ponderosa",50,4.27,1
"84230",0,"2002 - Lubrecht","PIPO",16.002,"Pinus_ponderosa",60,3.05,1
"84231",0,"2002 - Lubrecht","PIPO",16.51,"Pinus_ponderosa",60,0.91,0
"84232",0,"2002 - Lubrecht","PIPO",16.764,"Pinus_ponderosa",60,1.37,0
"84233",0,"2002 - Lubrecht","PIPO",36.068,"Pinus_ponderosa",60,0.3,0
"84234",0,"2002 - Lubrecht","PIPO",51.308,"Pinus_ponderosa",60,3.05,0
"84235",0,"2002 - Lubrecht","PIPO",16.256,"Pinus_ponderosa",60,0.61,0
"84236",0,"2002 - Lubrecht","PIPO",12.446,"Pinus_ponderosa",60,0.91,1
"84237",0,"2002 - Lubrecht","PIPO",26.924,"Pinus_ponderosa",60,1.22,0
"84238",0,"2002 - Lubrecht","PIPO",25.908,"Pinus_ponderosa",60,2.13,0
"84239",0,"2002 - Lubrecht","PIPO",22.098,"Pinus_ponderosa",60,2.13,1
"84240",0,"2002 - Lubrecht","PIPO",53.34,"Pinus_ponderosa",60,7.62,1
"84241",0,"2002 - Lubrecht","PIPO",26.416,"Pinus_ponderosa",60,0.61,0
"84242",0,"2002 - Lubrecht","PIPO",30.48,"Pinus_ponderosa",60,1.83,0
"84243",0,"2002 - Lubrecht","PIPO",29.21,"Pinus_ponderosa",60,3.66,0
"84244",0,"2002 - Lubrecht","PIPO",43.434,"Pinus_ponderosa",60,12.19,0
"84245",0,"2002 - Lubrecht","PIPO",13.462,"Pinus_ponderosa",60,1.83,1
"84246",0,"2002 - Lubrecht","PIPO",43.434,"Pinus_ponderosa",60,6.1,1
"84247",0,"2002 - Lubrecht","PIPO",30.988,"Pinus_ponderosa",60,2.13,1
"84248",0,"2002 - Lubrecht","PIPO",25.654,"Pinus_ponderosa",60,0.61,0
"84249",0,"2002 - Lubrecht","PIPO",13.462,"Pinus_ponderosa",60,0.3,0
"84250",0,"2002 - Lubrecht","PIPO",42.926,"Pinus_ponderosa",60,1.83,0
"84251",0,"2002 - Lubrecht","PIPO",23.622,"Pinus_ponderosa",60,4.57,0
"84252",0,"2002 - Lubrecht","PIPO",36.322,"Pinus_ponderosa",60,7.62,1
"84253",0,"2002 - Lubrecht","PIPO",31.242,"Pinus_ponderosa",60,6.1,1
"84254",0,"2002 - Lubrecht","PIPO",14.224,"Pinus_ponderosa",60,1.22,0
"84255",0,"2002 - Lubrecht","PIPO",24.384,"Pinus_ponderosa",60,5.18,1
"84256",0,"2002 - Lubrecht","PIPO",32.512,"Pinus_ponderosa",60,3.96,1
"84257",0,"2002 - Lubrecht","PIPO",22.86,"Pinus_ponderosa",60,9.14,0
"84258",0,"2002 - Lubrecht","PIPO",40.894,"Pinus_ponderosa",60,6.71,1
"84259",0,"2002 - Lubrecht","PIPO",24.892,"Pinus_ponderosa",60,3.81,0
"84260",0,"2002 - Lubrecht","PIPO",20.574,"Pinus_ponderosa",60,9.14,0
"84261",0,"2002 - Lubrecht","PIPO",15.24,"Pinus_ponderosa",70,1.83,0
"84262",0,"2002 - Lubrecht","PIPO",14.986,"Pinus_ponderosa",70,0.61,0
"84263",0,"2002 - Lubrecht","PIPO",23.368,"Pinus_ponderosa",70,0.3,1
"84264",0,"2002 - Lubrecht","PIPO",17.018,"Pinus_ponderosa",70,2.29,0
"84265",0,"2002 - Lubrecht","PIPO",14.224,"Pinus_ponderosa",70,1.83,0
"84266",0,"2002 - Lubrecht","PIPO",25.654,"Pinus_ponderosa",70,0.61,0
"84267",0,"2002 - Lubrecht","PIPO",22.352,"Pinus_ponderosa",70,4.57,0
"84268",1,"2002 - Lubrecht","PIPO",46.228,"Pinus_ponderosa",70,7.62,0
"84269",1,"2002 - Lubrecht","PIPO",38.354,"Pinus_ponderosa",70,3.66,0
"84270",1,"2002 - Lubrecht","PIPO",44.958,"Pinus_ponderosa",70,6.1,0
"84271",0,"2002 - Lubrecht","PIPO",66.294,"Pinus_ponderosa",70,3.66,1
"84272",0,"2002 - Lubrecht","PIPO",14.478,"Pinus_ponderosa",70,2.44,1
"84273",0,"2002 - Lubrecht","PIPO",22.606,"Pinus_ponderosa",70,2.74,1
"84274",0,"2002 - Lubrecht","PIPO",10.414,"Pinus_ponderosa",80,0.91,0
"84275",0,"2002 - Lubrecht","PIPO",25.654,"Pinus_ponderosa",80,1.83,1
"84277",0,"2002 - Lubrecht","PIPO",41.656,"Pinus_ponderosa",80,5.49,1
"84278",0,"2002 - Lubrecht","PIPO",14.732,"Pinus_ponderosa",80,0.91,0
"84279",0,"2002 - Lubrecht","PIPO",11.176,"Pinus_ponderosa",80,0,0
"84280",0,"2002 - Lubrecht","PIPO",12.954,"Pinus_ponderosa",80,0.15,0
"84281",0,"2002 - Lubrecht","PIPO",54.61,"Pinus_ponderosa",80,6.1,1
"84282",0,"2002 - Lubrecht","PIPO",11.176,"Pinus_ponderosa",80,1.22,1
"84283",0,"2002 - Lubrecht","PIPO",13.716,"Pinus_ponderosa",90,0,1
"84284",0,"2002 - Lubrecht","PIPO",13.97,"Pinus_ponderosa",90,1.83,1
"84285",0,"2002 - Lubrecht","PIPO",18.288,"Pinus_ponderosa",90,2.13,0
"84286",0,"2002 - Lubrecht","PIPO",20.32,"Pinus_ponderosa",90,0.76,1
"84287",0,"2002 - Lubrecht","PIPO",22.352,"Pinus_ponderosa",90,5.49,1
"84288",0,"2002 - Lubrecht","PIPO",10.922,"Pinus_ponderosa",90,1.83,1
"84290",0,"2002 - Lubrecht","PIPO",11.684,"Pinus_ponderosa",90,1.22,0
"84291",0,"2002 - Lubrecht","PIPO",16.002,"Pinus_ponderosa",90,0.61,1
"84292",0,"2002 - Lubrecht","PIPO",27.432,"Pinus_ponderosa",90,1.83,1
"84293",0,"2002 - Lubrecht","PIPO",33.782,"Pinus_ponderosa",90,6.71,1
"84294",0,"2002 - Lubrecht","PIPO",24.384,"Pinus_ponderosa",90,2.74,0
"84295",0,"2002 - Lubrecht","PIPO",16.256,"Pinus_ponderosa",90,2.74,0
"84296",0,"2002 - Lubrecht","PIPO",23.622,"Pinus_ponderosa",95,1.52,1
"84297",0,"2002 - Lubrecht","PIPO",17.018,"Pinus_ponderosa",95,0.3,0
"84298",0,"2002 - Lubrecht","PIPO",17.018,"Pinus_ponderosa",95,1.83,0
"84299",0,"2002 - Lubrecht","PIPO",16.51,"Pinus_ponderosa",95,1.22,1
"84300",0,"2002 - Lubrecht","PIPO",11.43,"Pinus_ponderosa",98,1.52,0
"84301",0,"2002 - Lubrecht","PIPO",11.684,"Pinus_ponderosa",98,1.22,0
"84302",0,"2002 - Lubrecht","PIPO",22.606,"Pinus_ponderosa",99,3.05,0
"84303",1,"2002 - Lubrecht","PIPO",10.16,"Pinus_ponderosa",100,0,0
"84304",1,"2002 - Lubrecht","PIPO",13.716,"Pinus_ponderosa",100,1.52,0
"84305",1,"2002 - Lubrecht","PIPO",11.176,"Pinus_ponderosa",100,2.13,0
"84306",1,"2002 - Lubrecht","PIPO",11.176,"Pinus_ponderosa",100,2.13,0
"84307",1,"2002 - Lubrecht","PIPO",11.938,"Pinus_ponderosa",100,0.91,1
"84308",1,"2002 - Lubrecht","PIPO",10.16,"Pinus_ponderosa",100,0.3,1
"84309",1,"2002 - Lubrecht","PIPO",13.97,"Pinus_ponderosa",100,2.13,1
"84310",1,"2002 - Lubrecht","PIPO",39.624,"Pinus_ponderosa",100,4.57,1
"84311",1,"2002 - Lubrecht","PIPO",10.668,"Pinus_ponderosa",100,2.13,0
"84312",0,"2002 - Lubrecht","PIPO",11.43,"Pinus_ponderosa",100,2.13,0
"84313",1,"2002 - Lubrecht","PIPO",10.922,"Pinus_ponderosa",100,3.05,0
"84314",1,"2002 - Lubrecht","PIPO",11.43,"Pinus_ponderosa",100,0.3,0
"84315",0,"2002 - Lubrecht","PIPO",34.29,"Pinus_ponderosa",100,1.83,0
"84316",1,"2002 - Lubrecht","PIPO",11.938,"Pinus_ponderosa",100,1.98,0
"84317",1,"2002 - Lubrecht","PIPO",19.304,"Pinus_ponderosa",100,0.91,1
"84318",1,"2002 - Lubrecht","PIPO",12.446,"Pinus_ponderosa",100,4.57,0
"84319",1,"2002 - Lubrecht","PIPO",32.004,"Pinus_ponderosa",100,6.1,1
"84320",1,"2002 - Lubrecht","PIPO",15.494,"Pinus_ponderosa",100,2.44,1
"84321",0,"2002 - Lubrecht","PIPO",11.176,"Pinus_ponderosa",100,1.68,0
"84322",1,"2002 - Lubrecht","PIPO",15.24,"Pinus_ponderosa",100,0.3,0
"84323",1,"2002 - Lubrecht","PIPO",23.114,"Pinus_ponderosa",100,3.05,0
"84324",1,"2002 - Lubrecht","PIPO",10.668,"Pinus_ponderosa",100,0.15,0
"84325",0,"2002 - Lubrecht","PIPO",10.16,"Pinus_ponderosa",100,0.61,1
"84326",1,"2002 - Lubrecht","PIPO",15.494,"Pinus_ponderosa",100,4.27,0
"84327",1,"2002 - Lubrecht","PIPO",24.13,"Pinus_ponderosa",100,3.05,0
"84328",1,"2002 - Lubrecht","PIPO",18.288,"Pinus_ponderosa",100,2.13,0
"84329",1,"2002 - Lubrecht","PIPO",17.78,"Pinus_ponderosa",100,6.1,0
"84330",1,"2002 - Lubrecht","PIPO",16.002,"Pinus_ponderosa",100,2.74,0
"84331",1,"2002 - Lubrecht","PIPO",22.606,"Pinus_ponderosa",100,1.52,0
"84332",1,"2002 - Lubrecht","PIPO",14.478,"Pinus_ponderosa",100,2.13,1
"84333",1,"2002 - Lubrecht","PIPO",12.954,"Pinus_ponderosa",100,1.83,1
"84338",0,"2002 - Lubrecht","PIPO",28.448,"Pinus_ponderosa",100,6.4,1
"84339",1,"2002 - Lubrecht","PIPO",12.446,"Pinus_ponderosa",100,0.91,0
"84340",1,"2002 - Lubrecht","PIPO",14.478,"Pinus_ponderosa",100,0.91,1
"84341",1,"2002 - Lubrecht","PIPO",12.7,"Pinus_ponderosa",100,2.13,0
"84342",1,"2002 - Lubrecht","PIPO",12.192,"Pinus_ponderosa",100,4.57,0
"84343",1,"2002 - Lubrecht","PIPO",16.002,"Pinus_ponderosa",100,6.1,1
"84344",1,"2002 - Lubrecht","PIPO",30.988,"Pinus_ponderosa",100,12.19,0
"84345",0,"2002 - Lubrecht","PIPO",14.478,"Pinus_ponderosa",100,1.83,1
"84346",0,"1984 - Lower Priest","PIPO",45.974,"Pinus_ponderosa",0,0,0
"84347",1,"2002 - Rodeo","PIPO",45.5,"Pinus_ponderosa",0,0,1
"84348",0,"2002 - Rodeo","PIPO",18.5,"Pinus_ponderosa",0,0,1
"84349",1,"2002 - Rodeo","PIPO",65.7,"Pinus_ponderosa",0,4.8,1
"84350",0,"2002 - Rodeo","PIPO",48.7,"Pinus_ponderosa",0,1,1
"84351",0,"2002 - Rodeo","PIPO",29.1,"Pinus_ponderosa",0,0.5,0
"84352",0,"2002 - Rodeo","PIPO",38.4,"Pinus_ponderosa",0,0.5,1
"84353",0,"2002 - Rodeo","PIPO",39,"Pinus_ponderosa",0,0.5,1
"84354",0,"2002 - Rodeo","PIPO",27.5,"Pinus_ponderosa",0,0.5,0
"84355",0,"2002 - Rodeo","PIPO",15.2,"Pinus_ponderosa",0,0.5,0
"84356",0,"2002 - Rodeo","PIPO",31.6,"Pinus_ponderosa",0,0,0
"84357",0,"2002 - Rodeo","PIPO",18.8,"Pinus_ponderosa",0,0,0
"84358",0,"2002 - Rodeo","PIPO",12.2,"Pinus_ponderosa",0,0,0
"84359",0,"2002 - Rodeo","PIPO",13.5,"Pinus_ponderosa",0,0,0
"84360",0,"2002 - Rodeo","PIPO",20.6,"Pinus_ponderosa",0,1,0
"84361",0,"2002 - Rodeo","PIPO",24.9,"Pinus_ponderosa",0,1,0
"84362",0,"2002 - Rodeo","PIPO",20,"Pinus_ponderosa",0,2,0
"84363",0,"2002 - Rodeo","PIPO",18.9,"Pinus_ponderosa",0,2,1
"84364",0,"2002 - Rodeo","PIPO",23.2,"Pinus_ponderosa",0,2.5,1
"84365",0,"2002 - Rodeo","PIPO",21.8,"Pinus_ponderosa",0,3,0
"84366",0,"2002 - Rodeo","PIPO",38.4,"Pinus_ponderosa",0,4.5,0
"84367",0,"2002 - Rodeo","PIPO",35.5,"Pinus_ponderosa",0,1.5,1
"84368",0,"2002 - Rodeo","PIPO",27.9,"Pinus_ponderosa",0,2,0
"84369",0,"2002 - Rodeo","PIPO",22.9,"Pinus_ponderosa",0,0,0
"84370",0,"2002 - Rodeo","PIPO",40.5,"Pinus_ponderosa",0,2,1
"84371",0,"2002 - Rodeo","PIPO",28.5,"Pinus_ponderosa",0,2,0
"84372",0,"2002 - Rodeo","PIPO",32,"Pinus_ponderosa",0,1.5,0
"84373",0,"2002 - Rodeo","PIPO",23.8,"Pinus_ponderosa",0,2,1
"84374",0,"2002 - Rodeo","PIPO",32.1,"Pinus_ponderosa",0,2,1
"84375",0,"2002 - Rodeo","PIPO",35.5,"Pinus_ponderosa",0,2,1
"84376",0,"2002 - Rodeo","PIPO",24.9,"Pinus_ponderosa",0,2,1
"84377",0,"2002 - Rodeo","PIPO",24.3,"Pinus_ponderosa",0,0,0
"84378",0,"2002 - Rodeo","PIPO",10.4,"Pinus_ponderosa",0,0,0
"84379",0,"2002 - Rodeo","PIPO",19.2,"Pinus_ponderosa",0,0,0
"84380",0,"2002 - Rodeo","PIPO",18.8,"Pinus_ponderosa",0,0,0
"84381",0,"2002 - Rodeo","PIPO",70.3,"Pinus_ponderosa",0,1,0
"84382",0,"2002 - Rodeo","PIPO",34.4,"Pinus_ponderosa",0,1.5,0
"84383",0,"2002 - Rodeo","PIPO",35.6,"Pinus_ponderosa",0,0,0
"84384",1,"2002 - Rodeo","PIPO",59.2,"Pinus_ponderosa",0,3,1
"84385",0,"2002 - Rodeo","PIPO",48.8,"Pinus_ponderosa",0,2,0
"84386",0,"2002 - Rodeo","PIPO",66.5,"Pinus_ponderosa",0,1,1
"84387",0,"2002 - Rodeo","PIPO",32.1,"Pinus_ponderosa",0,0,0
"84388",0,"2002 - Rodeo","PIPO",40.3,"Pinus_ponderosa",0,0,0
"84389",0,"2002 - Rodeo","PIPO",33,"Pinus_ponderosa",0,0,0
"84390",0,"2002 - Rodeo","PIPO",32,"Pinus_ponderosa",0,0,0
"84391",0,"2002 - Rodeo","PIPO",59.1,"Pinus_ponderosa",0,3.5,1
"84392",0,"2002 - Rodeo","PIPO",36.1,"Pinus_ponderosa",0,1.5,1
"84393",0,"2002 - Rodeo","PIPO",29.1,"Pinus_ponderosa",0,1,0
"84394",0,"2002 - Rodeo","PIPO",27.2,"Pinus_ponderosa",0,1,0
"84395",0,"2002 - Rodeo","PIPO",27.5,"Pinus_ponderosa",0,0.5,1
"84396",0,"2002 - Rodeo","PIPO",32.5,"Pinus_ponderosa",0,0,1
"84397",0,"2002 - Rodeo","PIPO",19,"Pinus_ponderosa",5,0.5,0
"84398",0,"2002 - Rodeo","PIPO",50,"Pinus_ponderosa",5,0,1
"84399",0,"2002 - Rodeo","PIPO",26.7,"Pinus_ponderosa",5,2.2,0
"84400",0,"2002 - Rodeo","PIPO",22.5,"Pinus_ponderosa",5,1,1
"84401",0,"2002 - Rodeo","PIPO",35.8,"Pinus_ponderosa",5,4,1
"84402",0,"2002 - Rodeo","PIPO",59.5,"Pinus_ponderosa",5,4.9,0
"84403",0,"2002 - Rodeo","PIPO",34.7,"Pinus_ponderosa",5,2,0
"84404",0,"2002 - Rodeo","PIPO",47.3,"Pinus_ponderosa",5,2,0
"84405",0,"2002 - Rodeo","PIPO",68.2,"Pinus_ponderosa",5,2.5,1
"84406",0,"2002 - Rodeo","PIPO",15.4,"Pinus_ponderosa",5,0,0
"84407",0,"2002 - Rodeo","PIPO",55,"Pinus_ponderosa",5,3,0
"84408",0,"2002 - Rodeo","PIPO",46.2,"Pinus_ponderosa",5,3.5,1
"84409",0,"2002 - Rodeo","PIPO",22.7,"Pinus_ponderosa",5,1.5,0
"84410",0,"2002 - Rodeo","PIPO",21.4,"Pinus_ponderosa",5,2,0
"84411",0,"2002 - Rodeo","PIPO",24.1,"Pinus_ponderosa",5,3,0
"84412",0,"2002 - Rodeo","PIPO",21.2,"Pinus_ponderosa",5,2,0
"84413",0,"2002 - Rodeo","PIPO",11.9,"Pinus_ponderosa",10,0,0
"84414",0,"2002 - Rodeo","PIPO",30,"Pinus_ponderosa",10,3,1
"84415",1,"2002 - Rodeo","PIPO",30.5,"Pinus_ponderosa",10,1.5,1
"84416",0,"2002 - Rodeo","PIPO",83.2,"Pinus_ponderosa",10,3,0
"84417",0,"2002 - Rodeo","PIPO",52.3,"Pinus_ponderosa",10,2,1
"84418",0,"2002 - Rodeo","PIPO",34.6,"Pinus_ponderosa",10,10,0
"84419",0,"2002 - Rodeo","PIPO",58.7,"Pinus_ponderosa",10,2,0
"84420",0,"2002 - Rodeo","PIPO",40.5,"Pinus_ponderosa",10,5.3,1
"84421",0,"2002 - Rodeo","PIPO",58.5,"Pinus_ponderosa",10,7,0
"84422",0,"2002 - Rodeo","PIPO",35.6,"Pinus_ponderosa",10,5.4,0
"84423",0,"2002 - Rodeo","PIPO",46.1,"Pinus_ponderosa",10,0,1
"84424",0,"2002 - Rodeo","PIPO",57,"Pinus_ponderosa",15,2,1
"84425",0,"2002 - Rodeo","PIPO",15.3,"Pinus_ponderosa",15,1.8,1
"84426",0,"2002 - Rodeo","PIPO",55,"Pinus_ponderosa",20,7.5,1
"84427",0,"2002 - Rodeo","PIPO",47.1,"Pinus_ponderosa",20,16.6,1
"84428",0,"2002 - Rodeo","PIPO",84.5,"Pinus_ponderosa",20,9.4,1
"84429",0,"2002 - Rodeo","PIPO",60.6,"Pinus_ponderosa",20,3.5,1
"84430",0,"2002 - Rodeo","PIPO",32.9,"Pinus_ponderosa",20,2,1
"84431",0,"2002 - Rodeo","PIPO",42.9,"Pinus_ponderosa",20,3.5,0
"84432",0,"2002 - Rodeo","PIPO",17.8,"Pinus_ponderosa",20,1,0
"84433",0,"2002 - Rodeo","PIPO",51.5,"Pinus_ponderosa",20,2.5,1
"84434",0,"2002 - Rodeo","PIPO",52,"Pinus_ponderosa",20,1.5,1
"84435",0,"2002 - Rodeo","PIPO",23.9,"Pinus_ponderosa",20,2,1
"84436",0,"2002 - Rodeo","PIPO",39.6,"Pinus_ponderosa",20,4,1
"84437",0,"2002 - Rodeo","PIPO",48.6,"Pinus_ponderosa",20,6,0
"84438",0,"2002 - Rodeo","PIPO",55.1,"Pinus_ponderosa",20,5.4,0
"84439",0,"2002 - Rodeo","PIPO",75.4,"Pinus_ponderosa",20,4,1
"84440",0,"2002 - Rodeo","PIPO",50,"Pinus_ponderosa",20,1.5,0
"84441",0,"2002 - Rodeo","PIPO",52.9,"Pinus_ponderosa",20,1.5,1
"84442",0,"2002 - Rodeo","PIPO",30.7,"Pinus_ponderosa",20,4,0
"84443",0,"2002 - Rodeo","PIPO",36,"Pinus_ponderosa",20,1,0
"84444",0,"2002 - Rodeo","PIPO",68.5,"Pinus_ponderosa",20,1,1
"84445",0,"2002 - Rodeo","PIPO",61.1,"Pinus_ponderosa",25,6.8,1
"84446",0,"2002 - Rodeo","PIPO",48.8,"Pinus_ponderosa",25,4.5,0
"84447",0,"2002 - Rodeo","PIPO",24.6,"Pinus_ponderosa",30,2,0
"84448",0,"2002 - Rodeo","PIPO",41.8,"Pinus_ponderosa",30,3,1
"84449",0,"2002 - Rodeo","PIPO",55,"Pinus_ponderosa",30,6.5,1
"84450",0,"2002 - Rodeo","PIPO",34.7,"Pinus_ponderosa",30,4.8,1
"84451",0,"2002 - Rodeo","PIPO",38.4,"Pinus_ponderosa",30,5.2,1
"84452",0,"2002 - Rodeo","PIPO",51.9,"Pinus_ponderosa",30,2.5,1
"84453",0,"2002 - Rodeo","PIPO",36.8,"Pinus_ponderosa",30,10,0
"84454",0,"2002 - Rodeo","PIPO",18.6,"Pinus_ponderosa",30,8,0
"84455",0,"2002 - Rodeo","PIPO",30,"Pinus_ponderosa",30,2,0
"84456",1,"2002 - Rodeo","PIPO",28.2,"Pinus_ponderosa",30,2,1
"84457",0,"2002 - Rodeo","PIPO",51.3,"Pinus_ponderosa",30,6,1
"84458",0,"2002 - Rodeo","PIPO",47.9,"Pinus_ponderosa",30,5.8,0
"84459",0,"2002 - Rodeo","PIPO",30,"Pinus_ponderosa",30,3.5,1
"84460",0,"2002 - Rodeo","PIPO",46.2,"Pinus_ponderosa",30,0,0
"84461",0,"2002 - Rodeo","PIPO",43.5,"Pinus_ponderosa",30,3.5,1
"84462",0,"2002 - Rodeo","PIPO",17,"Pinus_ponderosa",30,0,0
"84463",0,"2002 - Rodeo","PIPO",23.3,"Pinus_ponderosa",30,0.5,0
"84464",0,"2002 - Rodeo","PIPO",48.5,"Pinus_ponderosa",35,3.5,0
"84465",0,"2002 - Rodeo","PIPO",29.4,"Pinus_ponderosa",40,0,1
"84466",0,"2002 - Rodeo","PIPO",17,"Pinus_ponderosa",40,3.1,0
"84467",0,"2002 - Rodeo","PIPO",56.8,"Pinus_ponderosa",40,10.5,1
"84468",0,"2002 - Rodeo","PIPO",60.7,"Pinus_ponderosa",40,20.99,1
"84469",0,"2002 - Rodeo","PIPO",38.8,"Pinus_ponderosa",40,2.6,1
"84470",0,"2002 - Rodeo","PIPO",25.1,"Pinus_ponderosa",40,4.2,1
"84471",0,"2002 - Rodeo","PIPO",27.4,"Pinus_ponderosa",40,8,1
"84472",0,"2002 - Rodeo","PIPO",49,"Pinus_ponderosa",40,6.8,0
"84473",0,"2002 - Rodeo","PIPO",62.8,"Pinus_ponderosa",40,6.7,1
"84474",0,"2002 - Rodeo","PIPO",52.1,"Pinus_ponderosa",40,5,0
"84475",0,"2002 - Rodeo","PIPO",43.3,"Pinus_ponderosa",40,3,0
"84476",0,"2002 - Rodeo","PIPO",41.7,"Pinus_ponderosa",40,2,0
"84477",0,"2002 - Rodeo","PIPO",56.1,"Pinus_ponderosa",40,12,1
"84478",0,"2002 - Rodeo","PIPO",51.9,"Pinus_ponderosa",40,12,1
"84479",0,"2002 - Rodeo","PIPO",48.5,"Pinus_ponderosa",40,4.9,0
"84480",0,"2002 - Rodeo","PIPO",41.9,"Pinus_ponderosa",40,4.9,0
"84481",0,"2002 - Rodeo","PIPO",42.8,"Pinus_ponderosa",40,2.7,0
"84482",0,"2002 - Rodeo","PIPO",47.2,"Pinus_ponderosa",40,3.6,0
"84483",0,"2002 - Rodeo","PIPO",83.6,"Pinus_ponderosa",40,2,0
"84484",0,"2002 - Rodeo","PIPO",20.3,"Pinus_ponderosa",40,1.5,0
"84485",0,"2002 - Rodeo","PIPO",45.5,"Pinus_ponderosa",40,5.3,0
"84486",0,"2002 - Rodeo","PIPO",47.3,"Pinus_ponderosa",40,3.5,0
"84487",0,"2002 - Rodeo","PIPO",51.8,"Pinus_ponderosa",45,17.4,1
"84488",0,"2002 - Rodeo","PIPO",53.8,"Pinus_ponderosa",45,16.9,1
"84489",0,"2002 - Rodeo","PIPO",39.5,"Pinus_ponderosa",50,7.5,1
"84490",0,"2002 - Rodeo","PIPO",42,"Pinus_ponderosa",50,3,1
"84491",0,"2002 - Rodeo","PIPO",40.1,"Pinus_ponderosa",50,3,1
"84492",0,"2002 - Rodeo","PIPO",42.8,"Pinus_ponderosa",50,2,1
"84493",0,"2002 - Rodeo","PIPO",15.7,"Pinus_ponderosa",50,2.2,1
"84494",1,"2002 - Rodeo","PIPO",13.1,"Pinus_ponderosa",50,0.5,1
"84495",1,"2002 - Rodeo","PIPO",27,"Pinus_ponderosa",50,3.9,1
"84496",0,"2002 - Rodeo","PIPO",28.7,"Pinus_ponderosa",50,5,1
"84497",0,"2002 - Rodeo","PIPO",25,"Pinus_ponderosa",50,3.7,1
"84498",0,"2002 - Rodeo","PIPO",26.8,"Pinus_ponderosa",50,1.5,1
"84499",0,"2002 - Rodeo","PIPO",22.8,"Pinus_ponderosa",50,2.5,1
"84500",0,"2002 - Rodeo","PIPO",24.6,"Pinus_ponderosa",50,5,1
"84501",0,"2002 - Rodeo","PIPO",20.5,"Pinus_ponderosa",50,2,1
"84502",0,"2002 - Rodeo","PIPO",62.1,"Pinus_ponderosa",50,5.7,1
